image_path,disease,dataset,split
https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-of-the-skin-plaque-form/sarcoidosis-of-the-skin-plaque-form3.jpg,sarcoidosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies39.jpg,scabies,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn31.jpg,nevus sebaceous of jadassohn,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pilar-cyst/pilar-cyst14.jpg,pilar cyst,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lupus-pernio/lupus-pernio15.jpg,sarcoidosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus31.jpg,lichen planus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis13.jpg,prurigo nodularis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform22.jpg,basal cell carcinoma morpheiform,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pyogenic-granuloma/pyogenic-granuloma77.jpg,pyogenic granuloma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis15.jpg,seborrheic dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus26.jpg,halo nevus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/v/verrucous-carcinoma/verrucous-carcinoma5.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus37.jpg,lichen planus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta19.jpg,aplasia cutis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis182.jpg,dermatomyositis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome43.jpg,ehlers danlos syndrome,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis79.jpg,prurigo nodularis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rosea/pityriasis_rosea92.jpg,pityriasis rosea,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris160.jpg,acne vulgaris,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/erytrasma/erytrasma17.jpg,lyme disease,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum99.jpg,neutrophilic dermatoses,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica46.jpg,acrodermatitis enteropathica,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis44.jpg,allergic contact dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae32.jpg,striae,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/dariers_disease/dariers_disease44.jpg,dariers disease,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/f/factitial_dermatitis/factitial_dermatitis23.jpg,factitial dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption38.jpg,photodermatoses,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide51.jpg,mycosis fungoides,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/electric_burn/electric_burn1.jpg,sun damaged skin,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/erythroplasia_of_queyrat/erythroplasia_of_queyrat21.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/h/hyperpigmentation/hyperpigmentation2.jpg,drug induced pigmentary changes,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis7.jpg,prurigo nodularis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/u/urticaire/urticaire79.jpg,urticaria,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus11.jpg,epidermal nevus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/amiodarone_hyperpigmentation/amiodarone_hyperpigmentation5.jpg,drug induced pigmentary changes,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma32.jpg,solid cystic basal cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema71.jpg,scleroderma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acne_cystic/acne_cystic8.jpg,acne,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption64.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli68.jpg,porokeratosis of mibelli,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/c/contact_dermatitis/contact_dermatitis53.jpg,allergic contact dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease42.jpg,behcets disease,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/aplasia_cutis_congenita_circumscripta/aplasia_cutis_congenita_circumscripta12.jpg,aplasia cutis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica25.jpg,acrodermatitis enteropathica,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide41.jpg,mycosis fungoides,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-of-hands/psoriasis-of-hands9.jpg,psoriasis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma95.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain40.jpg,port wine stain,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital22.jpg,psoriasis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma55.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/porphyria-cutanea-tarda/porphyria-cutanea-tarda10.jpg,porphyria,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption38.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/naevus-congenital/naevus-congenital15.jpg,naevus comedonicus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris119.jpg,acne vulgaris,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma12.jpg,melanoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_systemic/lupus_erythematosus_systemic14.jpg,lupus erythematosus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans46.jpg,acanthosis nigricans,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/t/tick-bite/tick-bite5.jpg,tick bite,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo48.jpg,vitiligo,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/epidermolysis_bullosa_simplex_of_weber_cockayne_type/epidermolysis_bullosa_simplex_of_weber_cockayne_type3.jpg,epidermolysis bullosa,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acanthosis_nigricans/acanthosis_nigricans28.jpg,acanthosis nigricans,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption19.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pustular_drug_eruption/pustular_drug_eruption3.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis13.jpg,psoriasis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema19.jpg,scleroderma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/neurotic-excoriations/neurotic-excoriations8.jpg,neurotic excoriations,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/scleredema/scleredema13.jpg,scleroderma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis63.jpg,allergic contact dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria30.jpg,milia,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption10.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies75.jpg,scabies,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/I/irritant-contact-dermatitis/irritant-contact-dermatitis3.jpg,allergic contact dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/eczema_atopic/eczema_atopic21.jpg,eczema,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans35.jpg,nematode infection,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/dermatofibroma/dermatofibroma30.jpg,dermatofibroma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis128.jpg,sarcoidosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/r/rhus_dermatitis/rhus_dermatitis17.jpg,allergic contact dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus33.jpg,lupus erythematosus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption15.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acne_rosacae/acne_rosacae9.jpg,acne,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain50.jpg,port wine stain,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis87.jpg,tuberous sclerosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum8.jpg,erythema nodosum,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/adenocarcinoma/adenocarcinoma2.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/actinic_prurigo/actinic_prurigo2.jpg,photodermatoses,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn64.jpg,nevus sebaceous of jadassohn,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_lichenoid_chronica/pityriasis_lichenoid_chronica8.jpg,pityriasis lichenoides chronica,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies54.jpg,scabies,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption19.jpg,fixed eruptions,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma9.jpg,melanoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis13.jpg,psoriasis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome1.jpg,neurofibromatosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema79.jpg,eczema,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid81.jpg,keloid,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome62.jpg,neurofibromatosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lime-disease/lime-disease6.jpg,lyme disease,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme65.jpg,erythema multiforme,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma65.jpg,rhinophyma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus_actinic/lichen_planus_actinic6.jpg,lichen planus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma24.jpg,melanoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma77.jpg,superficial spreading melanoma ssm,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/melanome-superficiel-extensif/melanome-superficiel-extensif9.jpg,melanoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis106.jpg,prurigo nodularis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa80.jpg,urticaria pigmentosa,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/c/calcinosis_cutis/calcinosis_cutis24.jpg,calcinosis cutis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome84.jpg,stevens johnson syndrome,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma51.jpg,juvenile xanthogranuloma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome91.jpg,neurofibromatosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform20.jpg,basal cell carcinoma morpheiform,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lymphocytic-infiltration-of-the-skin-jessner-kanof/lymphocytic-infiltration-of-the-skin-jessner-kanof11.jpg,lupus subacute,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma81.jpg,juvenile xanthogranuloma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/sun-burn/sun-burn25.jpg,sun damaged skin,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/neonatal-lupus-erythematosus/neonatal-lupus-erythematosus23.jpg,lupus erythematosus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_chronicus_discoides/lupus_erythematosus_chronicus_discoides22.jpg,lupus erythematosus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa75.jpg,urticaria pigmentosa,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/k/keratosis-pilaris/keratosis-pilaris15.jpg,keratosis pilaris,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma58.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris198.jpg,acne vulgaris,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/X/xanthomas/xanthomas31.jpg,xanthomas,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma54.jpg,rhinophyma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/c/cosmetic-fragrance_allergy/cosmetic-fragrance_allergy3.jpg,allergic contact dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/f/fixed_drug_eruption/fixed_drug_eruption82.jpg,fixed eruptions,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn71.jpg,nevus sebaceous of jadassohn,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies57.jpg,scabies,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pediculosis-pubis/pediculosis-pubis7.jpg,pediculosis lids,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/smooth_muscle_hamartoma/smooth_muscle_hamartoma4.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis46.jpg,lichen amyloidosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide19.jpg,mycosis fungoides,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea7.jpg,rosacea,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa7.jpg,urticaria pigmentosa,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/systemic-lupus-erythematosus/systemic-lupus-erythematosus17.jpg,lupus subacute,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris197.jpg,acne vulgaris,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acro_lentiginous_melanoma/acro_lentiginous_melanoma42.jpg,melanoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/h/hyperpigmentation/hyperpigmentation13.jpg,drug induced pigmentary changes,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis62.jpg,sarcoidosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption13.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/eczema/eczema37.jpg,eczema,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn52.jpg,nevus sebaceous of jadassohn,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme32.jpg,erythema multiforme,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis179.jpg,dermatomyositis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis17.jpg,prurigo nodularis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae43.jpg,striae,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/X/xeroderma-pigmentosum/xeroderma-pigmentosum57.jpg,xeroderma pigmentosum,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_actinic/porokeratosis_actinic11.jpg,porokeratosis actinic,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/k/kaposis-sarcoma/kaposis-sarcoma92.jpg,kaposi sarcoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis62.jpg,seborrheic dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies28.jpg,scabies,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/syringoma/syringoma50.jpg,syringoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma97.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pyodermite_Vegetante/pyodermite_Vegetante2.jpg,neutrophilic dermatoses,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum26.jpg,neutrophilic dermatoses,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea3.jpg,rosacea,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis61.jpg,allergic contact dermatitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_pyogenicum/granuloma_pyogenicum33.jpg,granuloma pyogenic,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-in-a-child/psoriasis-in-a-child5.jpg,psoriasis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/solar-urticaria/solar-urticaria2.jpg,urticaria,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis4.jpg,lichen amyloidosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris60.jpg,pityriasis rubra pilaris,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/u/urticaria_dermagraphism/urticaria_dermagraphism1.jpg,urticaria,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/port-wine-stain/port-wine-stain10.jpg,port wine stain,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/b/behcets_disease/behcets_disease18.jpg,behcets disease,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma15.jpg,lymphangioma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/pyoderma-gangrenosum/pyoderma-gangrenosum25.jpg,neutrophilic dermatoses,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acne_scarring/acne_scarring5.jpg,acne,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn62.jpg,nevus sebaceous of jadassohn,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus47.jpg,lupus erythematosus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acrodermatitis_enteropathica/acrodermatitis_enteropathica3.jpg,acrodermatitis enteropathica,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinomas_cystic/basal_cell_carcinomas_cystic47.jpg,basal cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/h/herpes_gestationis/herpes_gestationis21.jpg,acquired autoimmune bullous diseaseherpes gestationis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/localized-scleroderma/localized-scleroderma22.jpg,scleroderma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/t/tungiasis/tungiasis36.jpg,tungiasis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/J/juvenile-xanthogranuloma/juvenile-xanthogranuloma66.jpg,juvenile xanthogranuloma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies3.jpg,scabies,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption16.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome22.jpg,neurofibromatosis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/erytrasma/erytrasma45.jpg,lyme disease,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/linear-scleroderma/linear-scleroderma12.jpg,scleroderma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_naevus/epidermal_naevus87.jpg,epidermal nevus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies68.jpg,scabies,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/t/trachionychia/trachionychia2.jpg,paronychia,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma4.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption34.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans13.jpg,nematode infection,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_spinocellulaire/carcinome_spinocellulaire27.jpg,squamous cell carcinoma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/polymorphic_light_eruption/polymorphic_light_eruption32.jpg,photodermatoses,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/r/rosacea/rosacea10.jpg,rosacea,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria60.jpg,milia,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide32.jpg,mycosis fungoides,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/I/ichthyosis_vulgaris/ichthyosis_vulgaris42.jpg,ichthyosis vulgaris,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae27.jpg,striae,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/d/drug_eruption/drug_eruption120.jpg,drug eruption,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma35.jpg,rhinophyma,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/p/porokeratosis_of_mibelli/porokeratosis_of_mibelli18.jpg,porokeratosis of mibelli,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome81.jpg,stevens johnson syndrome,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis93.jpg,folliculitis,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma_morpheiform/basal_cell_carcinoma_morpheiform61.jpg,basal cell carcinoma morpheiform,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/e/erythema_annulare_centrifugum/erythema_annulare_centrifugum23.jpg,erythema annulare centrifigum,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/subacute-cutaneous-lupus-erythematosus/subacute-cutaneous-lupus-erythematosus42.jpg,lupus erythematosus,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies45.jpg,scabies,fitzpatrick,train
https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris326.jpg,acne vulgaris,fitzpatrick,train
